sampleid,legendid,step,name,answer,x,y
1740748,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-57.99486053,-22.82071826
1739474,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Roads/trails/buildings,-43.26698145,-2.502623166
1739474,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-43.26698145,-2.502623166
1739474,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Natural disturbances,-43.26698145,-2.502623166
1740182,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-44.91538999,-20.33957145
1740182,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Managed forest/forestry,-44.91538999,-20.33957145
1740182,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-44.91538999,-20.33957145
1740493,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-52.48908615,-0.873977556
1740493,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Managed forest/forestry,-52.48908615,-0.873977556
1740493,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-52.48908615,-0.873977556
1738766,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,93.40090925,25.45833837
1738766,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,93.40090925,25.45833837
1738766,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,93.40090925,25.45833837
1738151,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,28.62698737,-8.454860239
1738151,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,28.62698737,-8.454860239
1738151,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,28.62698737,-8.454860239
1739300,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,15.50080444,-5.220925216
1739300,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,15.50080444,-5.220925216
1739300,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,15.50080444,-5.220925216
1739109,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-54.33781901,-27.58448421
1739109,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Commercial agriculture,-54.33781901,-27.58448421
1739109,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),No other tree loss driver,-54.33781901,-27.58448421
1738494,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,98.75037677,8.500840749
1738494,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,98.75037677,8.500840749
1738494,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Commercial oil palm or other palm plantations,98.75037677,8.500840749
1739676,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-50.54243693,-4.119590678
1739676,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-50.54243693,-4.119590678
1739676,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Pasture,-50.54243693,-4.119590678
1739103,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-50.40229975,-25.49320623
1739103,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Managed forest/forestry,-50.40229975,-25.49320623
1739103,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-50.40229975,-25.49320623
1738452,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,23.89645909,3.354392486
1738452,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,23.89645909,3.354392486
1738452,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,23.89645909,3.354392486
1739944,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-76.85678655,-6.938504039
1739944,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,-76.85678655,-6.938504039
1739944,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-76.85678655,-6.938504039
1739928,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,14.16321298,-8.115297062
1739928,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,14.16321298,-8.115297062
1739928,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,14.16321298,-8.115297062
1738389,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Managed forest/forestry,-64.87326066,-11.94661175
1738389,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-64.87326066,-11.94661175
1738389,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-64.87326066,-11.94661175
1740233,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,118.3938371,-8.436893933
1740233,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,118.3938371,-8.436893933
1740233,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,118.3938371,-8.436893933
1738371,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,35.51437066,-4.632528705
1738371,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,35.51437066,-4.632528705
1738371,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,35.51437066,-4.632528705
1738058,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,92.57356087,25.42150744
1738058,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,92.57356087,25.42150744
1738058,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,92.57356087,25.42150744
1740209,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,105.1562631,-3.25630969
1740209,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,105.1562631,-3.25630969
1740209,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,105.1562631,-3.25630969
1739563,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-42.56000732,-4.31722004
1739563,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-42.56000732,-4.31722004
1739563,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,-42.56000732,-4.31722004
1738348,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-90.07908922,15.47086904
1738348,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Managed forest/forestry,-90.07908922,15.47086904
1738348,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-90.07908922,15.47086904
1740503,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-6.865449503,6.721278171
1740503,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-6.865449503,6.721278171
1740503,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Managed forest/forestry,-6.865449503,6.721278171
1740503,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,-6.865449503,6.721278171
1738617,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,39.39509268,-4.531019078
1738617,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Commercial agriculture,39.39509268,-4.531019078
1738617,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,39.39509268,-4.531019078
1738617,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Agriculture/Pasture,39.39509268,-4.531019078
1740772,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Commercial oil palm or other palm plantations,115.3737011,-3.664144829
1740772,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,115.3737011,-3.664144829
1740772,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,115.3737011,-3.664144829
1740431,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,121.9457757,17.88733715
1740431,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,121.9457757,17.88733715
1740431,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,121.9457757,17.88733715
1738219,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,37.99641579,-0.816485378
1738219,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,37.99641579,-0.816485378
1738219,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,37.99641579,-0.816485378
1738225,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,15.17741094,-4.513052772
1738225,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,15.17741094,-4.513052772
1738225,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,15.17741094,-4.513052772
1740035,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,144.9579184,-25.66388614
1740035,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,144.9579184,-25.66388614
1740035,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Pasture,144.9579184,-25.66388614
1741029,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,101.3015922,12.93492499
1741029,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Managed forest/forestry,101.3015922,12.93492499
1741029,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,101.3015922,12.93492499
1738528,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,105.0709231,23.68236905
1738528,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,105.0709231,23.68236905
1738528,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,105.0709231,23.68236905
1738938,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,32.38194526,-13.55639274
1738938,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,32.38194526,-13.55639274
1738938,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,32.38194526,-13.55639274
1738337,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-71.23333287,7.843273961
1738337,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-71.23333287,7.843273961
1738337,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,-71.23333287,7.843273961
1739167,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-68.91208618,11.29639791
1739167,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Pasture,-68.91208618,11.29639791
1739167,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-68.91208618,11.29639791
1738847,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-79.14210063,-2.548437246
1738847,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,-79.14210063,-2.548437246
1738847,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-79.14210063,-2.548437246
1739301,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Managed forest/forestry,106.8900116,16.86505436
1739301,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,106.8900116,16.86505436
1739301,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,106.8900116,16.86505436
1738152,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,109.3262426,24.97684137
1738152,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,109.3262426,24.97684137
1738152,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Managed forest/forestry,109.3262426,24.97684137
1738473,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Managed forest/forestry,114.965866,-3.577008246
1738473,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,114.965866,-3.577008246
1738473,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,114.965866,-3.577008246
1739385,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,99.87327087,1.210113903
1739385,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,99.87327087,1.210113903
1739385,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Commercial oil palm or other palm plantations,99.87327087,1.210113903
1739074,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Natural disturbances,44.62238932,-20.65937169
1739074,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,44.62238932,-20.65937169
1739074,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,44.62238932,-20.65937169
1739074,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,44.62238932,-20.65937169
1738138,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",No,150.7781031,-22.67968276
1738138,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),No other tree loss driver,150.7781031,-22.67968276
1738138,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Wildfire (disturbance),150.7781031,-22.67968276
1738456,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Agriculture/Pasture,-71.74357595,6.92519574
1738456,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-71.74357595,6.92519574
1738456,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Pasture,-71.74357595,6.92519574
1738456,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-71.74357595,6.92519574
1739685,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),No other tree loss driver,33.57221301,0.451935803
1739685,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,33.57221301,0.451935803
1739685,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,33.57221301,0.451935803
1738451,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-39.76804341,-17.27541801
1738451,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-39.76804341,-17.27541801
1738451,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Managed forest/forestry,-39.76804341,-17.27541801
1739367,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-60.81916378,-23.37228385
1739367,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-60.81916378,-23.37228385
1739367,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Pasture,-60.81916378,-23.37228385
1740611,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,19.80283634,2.633943628
1740611,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,19.80283634,2.633943628
1740611,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,19.80283634,2.633943628
1739036,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),No other tree loss driver,29.03302588,1.838934602
1739036,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,29.03302588,1.838934602
1739036,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,29.03302588,1.838934602
1739347,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,101.0985729,-2.110957703
1739347,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,101.0985729,-2.110957703
1739347,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,101.0985729,-2.110957703
1739321,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-50.0762113,-23.92654438
1739321,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Managed forest/forestry,-50.0762113,-23.92654438
1739321,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-50.0762113,-23.92654438
1740881,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Wildfire (disturbance),-64.07376006,-13.88787108
1740881,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",No,-64.07376006,-13.88787108
1740881,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),No other tree loss driver,-64.07376006,-13.88787108
1739578,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,35.02119556,0.385460472
1739578,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,35.02119556,0.385460472
1739578,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,35.02119556,0.385460472
1738715,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-47.87174559,-18.77201128
1738715,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Managed forest/forestry,-47.87174559,-18.77201128
1738715,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-47.87174559,-18.77201128
1739920,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-44.00090503,-5.636845193
1739920,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Pasture,-44.00090503,-5.636845193
1739920,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-44.00090503,-5.636845193
1739275,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-64.7052757,-9.700823538
1739275,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Pasture,-64.7052757,-9.700823538
1739275,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-64.7052757,-9.700823538
1739270,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,48.87770882,-17.32392704
1739270,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,48.87770882,-17.32392704
1739270,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,48.87770882,-17.32392704
1739250,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,32.00285621,-4.713377081
1739250,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,32.00285621,-4.713377081
1739250,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,32.00285621,-4.713377081
1739233,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-6.229442282,5.457348566
1739233,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,-6.229442282,5.457348566
1739233,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-6.229442282,5.457348566
1738914,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-49.92259939,-7.659851213
1738914,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Pasture,-49.92259939,-7.659851213
1738914,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-49.92259939,-7.659851213
1739803,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-44.49048686,-4.572341581
1739803,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,-44.49048686,-4.572341581
1739803,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-44.49048686,-4.572341581
1738270,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",No,-58.97851577,-19.2849493
1738270,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Wildfire (disturbance),-58.97851577,-19.2849493
1738270,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),No other tree loss driver,-58.97851577,-19.2849493
1738590,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,91.67344896,23.60331731
1738590,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Agriculture/Pasture,91.67344896,23.60331731
1738590,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,91.67344896,23.60331731
1738590,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Managed forest/forestry,91.67344896,23.60331731
1739190,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Pasture,-64.06837017,-17.30326579
1739190,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-64.06837017,-17.30326579
1739190,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-64.06837017,-17.30326579
1739178,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,27.15285199,-4.69451246
1739178,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,27.15285199,-4.69451246
1739178,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,27.15285199,-4.69451246
1739466,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,-91.03579499,15.65232873
1739466,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-91.03579499,15.65232873
1739466,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-91.03579499,15.65232873
1739175,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,-13.10065589,11.19488829
1739175,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-13.10065589,11.19488829
1739175,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-13.10065589,11.19488829
1740719,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,115.7851295,24.01744065
1740719,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,115.7851295,24.01744065
1740719,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Managed forest/forestry,115.7851295,24.01744065
1738228,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",No,17.65047292,1.487693326
1738228,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,17.65047292,1.487693326
1738228,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),No other tree loss driver,17.65047292,1.487693326
1739764,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,29.35462275,-0.388887303
1739764,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,29.35462275,-0.388887303
1739764,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,29.35462275,-0.388887303
1741011,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Agriculture/Pasture,-52.3273894,-25.23898301
1741011,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-52.3273894,-25.23898301
1741011,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Pasture,-52.3273894,-25.23898301
1740716,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-59.38275764,-10.37006842
1740716,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Pasture,-59.38275764,-10.37006842
1740716,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-59.38275764,-10.37006842
1738612,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-48.28586894,-10.98810934
1738612,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Commercial agriculture,-48.28586894,-10.98810934
1738612,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-48.28586894,-10.98810934
1739245,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-75.31707415,1.417624733
1739245,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Pasture,-75.31707415,1.417624733
1739245,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-75.31707415,1.417624733
1740429,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,47.94885082,-14.3298422
1740429,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,47.94885082,-14.3298422
1740429,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,47.94885082,-14.3298422
1738826,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,-5.68326659,6.651209579
1738826,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-5.68326659,6.651209579
1738826,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-5.68326659,6.651209579
1739412,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-64.03243755,-25.56057988
1739412,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-64.03243755,-25.56057988
1739412,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Pasture,-64.03243755,-25.56057988
1739389,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,-6.294120983,7.637559761
1739389,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-6.294120983,7.637559761
